Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.735,25.735,screen dark,10.88333175735
0,25.735,25.735,wifi running,0.062387816400000004
0,25.735,25.735,phone_scanning,0.5090841845211137
0.0,8.279669000010472,8.279669000010472,core 0 cpu_idle start,0.0026882015325783997
8.279669000010472,33.14400000000023,24.86433099998976,core 0 cpu_idle,0.008072826667421675
0.0,8.278151999984402,8.278151999984402,core 1 cpu_idle start,0.0026877090005949355
8.278151999984402,33.14400000000023,24.86584800001583,core 1 cpu_idle,0.008073319199405139
0.0,8.277377999998862,8.277377999998862,core 2 cpu_idle start,0.0026874577021496304
8.277377999998862,33.14400000000023,24.86662200000137,core 2 cpu_idle,0.008073570497850444
0.0,8.280243999994127,8.280243999994127,core 3 cpu_idle start,0.002688388220698093
8.280243999994127,33.14400000000023,24.863756000006106,core 3 cpu_idle,0.008072639979301981
0.0,8.280713999993168,8.280713999993168,core 4 cpu_idle start,0.0026885408179477817
8.280713999993168,33.14400000000023,24.863286000007065,core 4 cpu_idle,0.008072487382052292
0.0,8.278101000003517,8.278101000003517,core 5 cpu_idle start,0.0026876924421761414
8.278101000003517,33.14400000000023,24.865898999996716,core 5 cpu_idle,0.008073335757823933
