,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,38.128859999999996,-18446744073709552000,0,-343.5,129.2,-495.2,-366,8349,0,1974.5,1974.5
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,35.63881199999999,-18446744073709552000,0,-294.0,129.5,-481.7,-352.2,11313,0,2403.1,2403.1
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,49.489703999999996,391,0,472.0,129.6,317.9,447.5,3592,0,1595.1,1595.1
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,51.04598399999999,-18446744073709552000,0,-312.5,154.5,-488.8,-334.3,1581,0,1900.3,1900.3
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,37.506347999999996,392,0,303.1,130.3,30.2,160.5,3761,0,2168.9,2168.9
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,32.68188000000001,-18446744073709552000,0,-315.1,129.2,-511.9,-382.7,3559,0,2024.1,2024.1
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,45.443376,-18446744073709552000,0,-410.3,129.5,-662.5,-533,11165,0,2808.3,2808.3
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,39.840768,392,0,491.0,140.1,195.2,335.3,9046,0,2212.6,2212.6
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,45.754632,-18446744073709552000,0,-334.9,128.9,-521.2,-392.3,12752,0,4758.4,4758.4
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,38.751371999999996,390,0,530.6,129.2,354.7,483.9,4203,0,2082.9,2082.9
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,31.592483999999995,390,0,179.3,129.8,22.3,152.1,1306,0,2258.9,2258.9
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,31.1256,392,0,307.2,218.5,14.2,232.7,704,0,1569.6,1569.6
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,38.440115999999996,-18446744073709552000,0,-319.1,129.4,-468.5,-339.1,4723,0,3684.4,3684.4
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,38.440115999999996,387,0,182.3,137.0,17.6,154.6,4555,0,1955.7,1955.7
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,38.128859999999996,390,0,388.7,128.9,184.0,312.9,3179,0,3012.3,3012.3
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,34.549416,384,0,422.4,130.2,180.9,311.1,2773,0,1275.1,1275.1
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,51.07507199999999,-18446744073709552000,0,-396.5,134.2,-574.0,-439.8,21207,0,1731.4,1731.4
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,34.549416,-18446744073709552000,0,-374.6,129.0,-573.3,-444.3,8059,0,1251.3,1251.3
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,36.261324,393,0,490.9,129.1,313.7,442.8,8299,0,2772.8,2772.8
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,40.152024,-18446744073709552000,0,-275.1,129.3,-502.6,-373.3,13150,0,10165.0,10165.0
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,48.711564,-18446744073709552000,0,-322.9,174.5,-539.1,-364.6,7870,0,2751.3,2751.3
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,40.618908000000005,-18446744073709552000,0,-378.4,156.4,-566.1,-409.7,4964,0,3071.4,3071.4
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,39.840768,-18446744073709552000,0,-333.1,130.9,-619.0,-488.1,12554,0,2918.3,2555.7
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,32.37062400000001,392,0,341.6,134.9,178.6,313.5,1516,0,1777.0,1777.0
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,40.618908000000005,389,0,356.1,132.4,174.8,307.2,5157,0,2126.8,2126.8
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,42.175188,-18446744073709552000,0,-375.9,130.6,-527.6,-397,7390,0,1559.3,1559.3
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,45.443376,387,0,443.3,130.0,216.1,346.1,3957,0,2301.0,2301.0
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,49.02282,-18446744073709552000,0,-352.5,130.6,-564.8,-434.2,8350,0,2782.8,2782.8
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.883835999999995,389,0,426.4,144.9,242.9,387.8,3362,0,3479.8,3364.3
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,54.15854399999999,-18446744073709552000,0,-327.4,132.6,-484.0,-351.4,1537,0,1946.6,1946.6
