Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.624,25.624,screen dark,10.77380964224
0,21.426,21.426,wifi running,0.051641802240000007
21.426,21.754,0.32800000000000296,wifi scan,0.036354921948485386
21.754,25.624,3.8699999999999974,wifi running,0.009327628799999996
0,25.624,25.624,phone_scanning,0.5039611231368877
0.0,8.445475000000442,8.445475000000442,core 0 cpu_idle start,0.0027261993300001426
8.445475000000442,33.08200000000943,24.636525000008987,core 0 cpu_idle,0.0079526702700029
0.0,8.444925999996485,8.444925999996485,core 1 cpu_idle start,0.002726022112798865
8.444925999996485,33.08200000000943,24.637074000012944,core 1 cpu_idle,0.007952847487204179
0.0,8.44797500000277,8.44797500000277,core 2 cpu_idle start,0.0027270063300008944
8.44797500000277,33.08200000000943,24.63402500000666,core 2 cpu_idle,0.007951863270002149
0.0,8.443899999998393,8.443899999998393,core 3 cpu_idle start,0.0027256909199994813
8.443899999998393,33.08200000000943,24.638100000011036,core 3 cpu_idle,0.007953178680003562
0.0,8.450108000004548,8.450108000004548,core 4 cpu_idle start,0.002727694862401468
8.450108000004548,33.08200000000943,24.631892000004882,core 4 cpu_idle,0.007951174737601575
0.0,8.444809000007808,8.444809000007808,core 5 cpu_idle start,0.0027259843452025205
8.444809000007808,33.08200000000943,24.63719100000162,core 5 cpu_idle,0.007952885254800523
