device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,51.545088
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,38.515392
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,51.716232000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,37.894176
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,34.47748800000001
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,48.144239999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,32.769144
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,45.969984
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,42.708600000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,46.5912
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.61384
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,44.572248
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,40.844952
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,34.011576
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,36.030528000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,53.57988
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,50.163191999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,34.47748800000001
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,40.223736
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,53.735184000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,52.492752
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,30.594888
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,45.81468
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,35.40931199999999
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,45.348768
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,39.29191199999999
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,36.807048
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,34.788096
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,46.5912
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,51.095015999999994
