,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,51.545088,188,0,285.7,5.4,156.2,161.6,4890,0,1167.2,1167.2
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,38.515392,339,0,90.1,7.5,62.0,69.5,970,0,1673.7,1673.7
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,51.71623200000001,341,0,45.5,4.5,22.3,26.8,1896,0,1090.8,1090.8
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,37.894176,334,0,57.6,3.5,40.7,44.2,1160,0,1467.2,1467.2
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,34.47748800000001,342,0,44.7,11.0,8.4,19.4,2475,0,1501.2,1501.2
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,48.14424,346,0,109.1,5.9,75.3,81.2,1357,0,1667.8,1667.8
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,32.769144,-18446744073709552000,0,-182.6,6.5,-207.5,-201.0,5985,0,1200.4,1200.4
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,45.969984000000004,342,0,51.6,7.9,26.4,34.3,2711,0,1741.3,1741.3
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,42.7086,341,0,119.9,29.9,68.7,98.6,1204,0,1396.5,1033.2
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,46.5912,340,0,115.9,5.7,29.3,35.0,1555,0,1527.4,1527.4
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.61384,340,0,30.0,4.5,13.4,17.9,1165,0,1647.0,1647.0
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,44.572247999999995,342,0,27.5,5.7,8.4,14.1,233,0,1325.4,1325.4
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,40.844952,340,0,72.2,21.6,28.9,50.5,3934,0,3188.4,3188.4
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,34.011576,337,0,82.9,37.2,27.8,65.0,2898,0,1407.3,1407.3
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,36.030528,340,0,96.3,9.1,64.1,73.2,1188,0,1496.3,1496.3
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,53.57988,334,0,51.3,3.2,22.2,25.4,1358,0,1020.8,1020.8
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,50.163192,339,0,80.1,4.3,38.8,43.1,4841,0,1083.7,1083.7
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,34.47748800000001,339,0,136.3,4.2,65.5,69.7,2391,0,1230.0,1230.0
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,40.223735999999995,343,0,95.7,4.5,26.9,31.4,6680,0,1856.5,1856.5
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,53.735184,344,0,318.1,33.9,269.3,303.2,4857,0,2588.2,2588.2
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,52.492752,342,0,174.5,5.0,61.1,66.1,2946,0,1079.0,1079.0
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,30.594888,-18446744073709552000,0,-268.0,12.4,-317.6,-305.2,2177,0,1232.1,1232.1
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,45.814679999999996,335,0,108.1,6.0,77.3,83.3,8106,0,2055.2,1692.0
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,35.40931199999999,342,0,71.0,25.3,14.4,39.7,743,0,1152.5,1152.5
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,45.348768,339,0,74.0,18.0,38.3,56.3,3204,0,1354.5,1354.5
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,39.29191199999999,339,0,114.1,5.7,85.6,91.3,5131,0,2073.2,2073.2
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,36.807047999999995,337,0,53.5,8.5,22.3,30.8,2263,0,1342.7,1342.7
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,34.788096,339,0,96.4,5.7,70.5,76.2,5879,0,1529.1,1529.1
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,46.5912,339,0,140.1,11.7,14.0,25.7,1559,0,2268.6,2268.6
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,51.095016,342,0,86.3,5.7,53.7,59.4,1152,0,1475.5,1475.5
