,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,51.70175999999999,188,0,278.8,5.5,97,102.5,5033,0,1416.5,1416.5
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,39.483792,339,0,73.5,15.0,40.1,55.1,1492,0,1441.7,1441.7
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,50.36515200000001,341,0,46.9,4.5,18.9,23.4,1778,0,1241.7,1241.7
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,47.72253600000001,334,0,140.4,7.8,38.9,46.7,1013,0,1533.4,1533.4
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,34.664904,342,0,44.0,5.3,4.8,10.1,2149,0,1486.0,1486.0
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,45.07992,346,0,134.4,4.6,96.4,101.0,1209,0,1488.1,1488.1
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,41.504616,339,0,218.4,15.9,130,145.9,5486,0,1288.4,1288.4
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,38.861999999999995,342,0,80.3,16.2,12.7,28.9,2531,0,1196.0,1196.0
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,44.147232,341,0,111.2,16.3,71.9,88.2,712,0,1340.3,927.2
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,42.77448,187,0,264.1,39.9,22.6,62.5,1952,0,1587.7,1587.7
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.488632,340,0,24.1,4.4,3.6,8.0,1126,0,1788.5,1788.5
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,37.773864,342,0,53.1,12.2,10,22.2,259,0,935.3,935.3
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,33.265871999999995,340,0,85.2,7.7,47.4,55.1,5449,0,5028.6,5028.6
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,33.887664,337,0,57.1,30.7,7.7,38.4,2259,0,1147.0,1147.0
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,34.19856,340,0,39.2,3.4,13.7,17.1,1168,0,1365.9,1365.9
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,36.685728000000005,334,0,65.4,5.9,13.4,19.3,967,0,1003.9,1003.9
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,36.841176,339,0,79.6,3.8,58.3,62.1,4918,0,1028.0,1028.0
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,35.286696000000006,339,0,103.9,4.8,57.7,62.5,2311,0,1412.5,1412.5
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,55.96128,343,0,92.8,6.1,20.5,26.6,7170,0,1695.3,1695.3
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,56.89396800000001,344,0,485.0,5.6,443.3,448.9,5051,0,2424.7,2424.7
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,52.385976,342,0,103.4,5.4,63.8,69.2,3138,0,1372.8,1372.8
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,41.038272,335,0,332.0,16.7,298.4,315.1,1927,0,1243.8,1243.8
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,51.76332,188,0,433.3,34.0,20.2,54.2,8927,0,2205.6,1825.6
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,36.21938400000001,342,0,54.9,22.9,4.4,27.3,845,0,1097.7,1097.7
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,48.810672,339,0,54.2,9.5,30,39.5,3303,0,1178.7,1178.7
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,56.5677,188,0,399.2,6.3,104.6,110.9,7356,0,2188.4,2188.4
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,50.05425600000001,337,0,31.8,4.5,15.4,19.9,2322,0,1408.2,1408.2
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,34.664904,339,0,86.6,3.8,64.6,68.4,2346,0,1696.4,1696.4
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,30.686040000000002,187,0,212.1,6.6,20.5,27.1,1683,0,2472.7,2472.7
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,57.98210399999999,342,0,107.1,5.6,48.8,54.4,1005,0,1529.9,1529.9
