device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,40.844412
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,33.332795999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,53.676756
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,50.233931999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,43.661268
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,35.367192
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,40.374936
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,43.191792
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,46.321631999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,41.000904000000006
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,34.271748
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,37.401588000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,40.844412
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,40.844412
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,104.22367200000001
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,31.611384000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,42.096348
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,38.027556000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,48.51252
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,49.29498
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,45.38267999999999
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,38.184048000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,38.653524
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,35.680176
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,60.562404
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,60.875388
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,46.321631999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,41.157396
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,32.706828
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,40.218444
