Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.664,25.664,screen dark,10.823220462720002
0,25.664,25.664,wifi running,0.06204323328000001
0,25.664,25.664,phone_scanning,0.5062723884563146
0.0,8.224770000000717,8.224770000000717,core 0 cpu_idle start,0.002662974906750232
8.224770000000717,33.13699999998789,24.912229999987176,core 0 cpu_idle,0.008065957268245848
0.0,8.221427999989828,8.221427999989828,core 1 cpu_idle start,0.0026618928506967066
8.221427999989828,33.13699999998789,24.915571999998065,core 1 cpu_idle,0.008067039324299374
0.0,8.221405999996932,8.221405999996932,core 2 cpu_idle start,0.0026618857276490067
8.221405999996932,33.13699999998789,24.91559399999096,core 2 cpu_idle,0.008067046447347074
0.0,8.221129000012297,8.221129000012297,core 3 cpu_idle start,0.0026617960419789816
8.221129000012297,33.13699999998789,24.915870999975596,core 3 cpu_idle,0.008067136133017098
0.0,8.221408000012161,8.221408000012161,core 4 cpu_idle start,0.0026618863752039374
8.221408000012161,33.13699999998789,24.91559199997573,core 4 cpu_idle,0.008067045799792142
0.0,8.223373999993782,8.223373999993782,core 5 cpu_idle start,0.002662522916847987
8.223373999993782,33.13699999998789,24.91362599999411,core 5 cpu_idle,0.008066409258148093
