Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.707,25.707,screen dark,10.82879817096
0,3.426,3.426,wifi running,0.008272830720000002
3.426,10.599,7.173,wifi scan,0.7965200149524236
10.599,25.707,15.108,wifi running,0.03648158976000001
0,25.707,25.707,phone_scanning,0.5065332941342968
0.0,8.257004000013694,8.257004000013694,core 0 cpu_idle start,0.002670315093604429
8.257004000013694,33.07100000002538,24.813996000011684,core 0 cpu_idle,0.00802484630640378
0.0,8.259041000012076,8.259041000012076,core 1 cpu_idle start,0.0026709738594039053
8.259041000012076,33.07100000002538,24.811959000013303,core 1 cpu_idle,0.008024187540604303
0.0,8.257405000011204,8.257405000011204,core 2 cpu_idle start,0.0026704447770036235
8.257405000011204,33.07100000002538,24.813595000014175,core 2 cpu_idle,0.008024716623004585
0.0,8.25755000000936,8.25755000000936,core 3 cpu_idle start,0.002670491670003027
8.25755000000936,33.07100000002538,24.81345000001602,core 3 cpu_idle,0.008024669730005181
0.0,8.26865800001542,8.26865800001542,core 4 cpu_idle start,0.0026740839972049873
8.26865800001542,33.07100000002538,24.802342000009958,core 4 cpu_idle,0.008021077402803221
0.0,8.33198500002618,8.33198500002618,core 5 cpu_idle start,0.0026945639490084665
8.33198500002618,33.07100000002538,24.7390149999992,core 5 cpu_idle,0.008000597450999741
