device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,54.051840000000006
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,39.382992
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,44.052912
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,50.279472
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,64.756224
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,32.378112
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,43.897248
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,36.581039999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,35.180064
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,37.515024000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,31.444128
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,43.585919999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,33.156431999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,42.340608
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,40.783968
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,36.11404799999999
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,43.430256
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,41.095296000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,41.717952000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,65.690208
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,34.557408
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,32.378112
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,39.538656
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,37.82635200000001
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,40.13981999999999
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,62.888256
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,33.156431999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,44.052912
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.892368000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,38.12508
