Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.683,25.683,screen dark,10.811161511429999
0,25.683,25.683,wifi running,0.06197410632000001
0,25.683,25.683,phone_scanning,0.5057083129029342
0.0,8.429980000000796,8.429980000000796,core 0 cpu_idle start,0.0027243587865002574
8.429980000000796,33.098000000001775,24.66802000000098,core 0 cpu_idle,0.007972087363500316
0.0,8.431703999998717,8.431703999998717,core 1 cpu_idle start,0.0027249159401995853
8.431703999998717,33.098000000001775,24.666296000003058,core 1 cpu_idle,0.007971530209800988
0.0,8.430574999998498,8.430574999998498,core 2 cpu_idle start,0.0027245510756245144
8.430574999998498,33.098000000001775,24.667425000003277,core 2 cpu_idle,0.007971895074376059
0.0,8.430132000001322,8.430132000001322,core 3 cpu_idle start,0.002724407909100427
8.430132000001322,33.098000000001775,24.667868000000453,core 3 cpu_idle,0.007972038240900146
0.0,8.489904999998544,8.489904999998544,core 4 cpu_idle start,0.002743725048374529
8.489904999998544,33.098000000001775,24.60809500000323,core 4 cpu_idle,0.007952721101626044
0.0,8.433142999998381,8.433142999998381,core 5 cpu_idle start,0.002725380989024477
8.433142999998381,33.098000000001775,24.664857000003394,core 5 cpu_idle,0.007971065160976096
