Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.752,25.752,screen dark,10.862848215839998
0,2.524,2.524,wifi running,0.00610323392
2.524,8.326,5.8020000000000005,wifi scan,0.6451749141132087
8.326,23.573,15.247,wifi radio,11.389064092539998
23.573,24.525,0.9519999999999982,wifi running,0.0023020121599999954
24.525,25.752,1.2270000000000003,wifi radio,0.9165331961400002
0,25.752,25.752,phone_scanning,0.5081260361104784
0.0,8.39500599999883,8.39500599999883,core 0 cpu_idle start,0.0027187226930996205
8.39500599999883,33.13500000000204,24.739994000003207,core 0 cpu_idle,0.008012047056901037
0.0,8.395613000000594,8.395613000000594,core 1 cpu_idle start,0.002718919270050192
8.395613000000594,33.13500000000204,24.739387000001443,core 1 cpu_idle,0.008011850479950466
0.0,8.393943000002764,8.393943000002764,core 2 cpu_idle start,0.0027183784405508944
8.393943000002764,33.13500000000204,24.741056999999273,core 2 cpu_idle,0.008012391309449763
0.0,8.394259000000602,8.394259000000602,core 3 cpu_idle start,0.0027184807771501946
8.394259000000602,33.13500000000204,24.740741000001435,core 3 cpu_idle,0.008012288972850463
0.0,8.406692000004114,8.406692000004114,core 4 cpu_idle start,0.0027225072042013315
8.406692000004114,33.13500000000204,24.728307999997924,core 4 cpu_idle,0.008008262545799326
0.0,8.424836000005598,8.424836000005598,core 5 cpu_idle start,0.0027283831386018123
8.424836000005598,33.13500000000204,24.71016399999644,core 5 cpu_idle,0.008002386611398845
