,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,38.116224,-18446744073709552000,0,-382,132.6,-549.8,-417.2,7557,0,1725.3,1725.3
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,39.355776,-18446744073709552000,0,-388.3,150.2,-557.2,-407.0,11317,0,2404.7,2404.7
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,38.271167999999996,391,0,580.4,139.8,305.6,445.4,3477,0,1902.6,1902.6
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,51.906240000000004,-18446744073709552000,0,-308.7,128.7,-466.3,-337.6,1669,0,1949.7,1949.7
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,30.9888,392,0,221.3,129.9,38.6,168.5,4126,0,3119.5,3119.5
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,38.890944,-18446744073709552000,0,-324,129.0,-515.2,-386.2,3753,0,2342.3,2342.3
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,35.947008000000004,-18446744073709552000,0,-404.5,150.6,-617.6,-467.0,9979,0,2191.4,2191.4
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,41.989824,392,0,384.4,130.5,236.6,367.1,8926,0,2002.1,2002.1
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,36.876672,-18446744073709552000,0,-318,132.8,-485.6,-352.8,12663,0,4723.4,4723.4
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,37.96128000000001,-18446744073709552000,0,-342,131.3,-573.7,-442.4,4329,0,1994.6,1994.6
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,34.242624,390,0,218.8,130.5,22.1,152.6,1114,0,1635.6,1635.6
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,31.298688000000002,392,0,236.6,137.0,80.5,217.5,768,0,1499.5,1499.5
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,54.695232,-18446744073709552000,0,-329.7,129.5,-495.8,-366.3,4489,0,3668.0,3668.0
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,47.87769599999999,387,0,219.8,129.0,21.5,150.5,4668,0,1861.5,1861.5
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,41.52499200000001,390,0,316.3,130.2,169.9,300.1,3269,0,3144.4,3144.4
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,35.947008000000004,384,0,341.9,128.2,137.7,265.9,1644,0,1392.2,1392.2
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,52.015104,389,0,531.9,154.0,347.1,501.1,21120,0,1603.6,1603.6
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,39.97555199999999,389,0,1759.4,136.7,1547.5,1684.2,4666,0,3647.2,3647.2
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,39.665664,393,0,490.4,129.0,332.9,461.9,8417,0,2678.6,2678.6
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,59.963328,-18446744073709552000,0,-323.2,130.9,-471.0,-340.1,13934,0,10303.9,10303.9
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,45.08870400000001,-18446744073709552000,0,-303.6,128.7,-448.5,-319.8,7161,0,2553.8,2553.8
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,37.03161600000001,-18446744073709552000,0,-268,128.7,-434.7,-306.0,4773,0,2905.4,2905.4
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,39.200832,-18446744073709552000,0,-307.2,129.8,-454.9,-325.1,12578,0,2777.1,2390.6
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,34.8624,392,0,380,129.7,223.8,353.5,1603,0,1841.0,1841.0
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,41.370048,389,0,351.4,156.4,168.1,324.5,5947,0,2102.5,2102.5
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,40.750272,-18446744073709552000,0,-353.3,192.4,-607.0,-414.6,7441,0,1832.2,1832.2
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,34.242624,387,0,432.4,129.7,261.8,391.5,3896,0,2389.5,2389.5
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,43.38432,-18446744073709552000,0,-297,164.8,-529.1,-364.3,8653,0,2634.2,2634.2
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,38.271167999999996,389,0,456.8,150.1,231.9,382.0,3388,0,3838.0,3838.0
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,48.497471999999995,-18446744073709552000,0,-356.6,141.3,-544.7,-403.4,1531,0,1955.2,1955.2
