,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,41.29866,-18446744073709552000,0,-294.5,130.8,-447.1,-316.3,8714,0,1827.3,1827.3
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,35.532432,-18446744073709552000,0,-326.4,133.8,-486.7,-352.9,11298,0,2335.7,2335.7
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,55.947996,391,0,572.6,129.2,317.0,446.2,3781,0,2008.5,2008.5
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,45.818135999999996,-18446744073709552000,0,-264.4,134.9,-444.4,-309.5,1581,0,1869.8,1869.8
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,35.0649,392,0,211.7,132.4,39.3,171.7,3613,0,1589.5,1589.5
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,42.8571,-18446744073709552000,0,-420.6,139.9,-582.9,-443.0,3601,0,2213.3,2213.3
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,40.67528399999999,-18446744073709552000,0,-358.1,161.6,-577.5,-415.9,10060,0,2835.9,2835.9
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,39.428532000000004,392,0,363.6,142.3,191.4,333.7,9072,0,2100.9,2100.9
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,36.62334,-18446744073709552000,0,-353.7,152.7,-558.3,-405.6,13246,0,4762.4,4762.4
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,39.11684399999999,390,0,537.3,138.6,346.0,484.6,4383,0,2049.8,2049.8
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,31.324644,390,0,172.6,129.7,23.5,153.2,987,0,1983.0,1983.0
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,33.194772,392,0,277.9,220.5,29.6,250.1,698,0,1583.1,1583.1
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,39.74022,-18446744073709552000,0,-342.9,144.3,-540.0,-395.7,5861,0,4218.0,4218.0
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,40.207752,387,0,344.1,130.9,58.4,189.3,4626,0,1681.5,1681.5
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,39.584376,390,0,546.2,157.5,198.9,356.4,3181,0,3125.1,3125.1
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,32.883084000000004,384,0,459.8,130.7,142.4,273.1,1795,0,1418.8,1418.8
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,49.508352,-18446744073709552000,0,-325.6,130.2,-592.5,-462.3,21229,0,1695.7,1695.7
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,40.05190799999999,-18446744073709552000,0,-312.8,131.0,-533.5,-402.5,7946,0,1034.3,1034.3
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,36.62334,393,0,461.0,130.0,310.6,440.6,9189,0,2786.7,2786.7
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,59.22072000000001,-18446744073709552000,0,-310.4,147.9,-511.8,-363.9,13158,0,10247.0,10247.0
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,43.63632,-18446744073709552000,0,-402.9,193.8,-653.1,-459.3,7177,0,2714.0,2714.0
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,37.87009200000001,-18446744073709552000,0,-363.9,130.0,-538.5,-408.5,4931,0,3033.2,3033.2
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,42.389568,-18446744073709552000,0,-329.2,151.3,-507.4,-356.1,14129,0,2685.7,2306.6
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,38.337624,392,0,379.1,146.4,170.4,316.8,1583,0,1852.8,1852.8
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,44.727228000000004,389,0,425.5,143.7,162.3,306.0,5899,0,2331.4,2331.4
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,58.285656,-18446744073709552000,0,-291.8,145.2,-731.1,-585.9,7565,0,1570.6,1570.6
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,56.88306000000001,387,0,400.8,157.9,224.5,382.4,3633,0,2391.5,2391.5
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,46.129824,-18446744073709552000,0,-402.0,129.8,-649.4,-519.6,12302,0,2890.0,2890.0
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.311652,-18446744073709552000,0,-381.8,129.7,-553.7,-424.0,3448,0,3781.7,3781.7
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,55.792152,-18446744073709552000,0,-300.0,130.0,-446.0,-316.0,1504,0,1731.5,1731.5
