device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,41.29866
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,35.532432
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,55.947995999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,45.818136
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,35.0649
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,42.8571
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,40.67528399999999
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,39.428532
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,36.62334
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,39.11684399999999
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,31.324643999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,33.194772
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,39.740219999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,40.207752
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,39.584376
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,32.883084
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,49.508352
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,40.05190799999999
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,36.62334
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,59.22072000000001
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,43.63632
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,37.87009200000001
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,42.389568000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,38.337624
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,44.727228
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,58.285656
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,56.88306000000001
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,46.129824
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.311651999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,55.792151999999994
