Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.709,25.709,screen dark,10.93010113792
0,25.709,25.709,wifi running,0.06265591808000001
0,25.709,25.709,phone_scanning,0.5112718925225681
0.0,8.726584999996703,8.726584999996703,core 0 cpu_idle start,0.002848357343998924
8.726584999996703,34.14300000001094,25.41641500001424,core 0 cpu_idle,0.008295917856004649
0.0,8.728298000001814,8.728298000001814,core 1 cpu_idle start,0.0028489164672005924
8.728298000001814,34.14300000001094,25.41470200000913,core 1 cpu_idle,0.00829535873280298
0.0,8.726165000000037,8.726165000000037,core 2 cpu_idle start,0.0028482202560000123
8.726165000000037,34.14300000001094,25.416835000010906,core 2 cpu_idle,0.00829605494400356
0.0,8.745771000001696,8.745771000001696,core 3 cpu_idle start,0.002854619654400554
8.745771000001696,34.14300000001094,25.397229000009247,core 3 cpu_idle,0.00828965554560302
0.0,8.725042000005487,8.725042000005487,core 4 cpu_idle start,0.002847853708801791
8.725042000005487,11.411854999998468,2.6868129999929806,core 4 cpu_idle,0.0008769757631977089
11.411854999998468,11.416876000002958,0.005021000004489906,core 4 cpu_frequency,0.009721203578868949
11.416876000002958,34.14300000001094,22.726124000007985,core 4 cpu_idle,0.007417806873602607
0.0,11.411888999995426,11.411888999995426,core 5 cpu_idle start,0.0037248405695985073
11.411888999995426,11.644988000000012,0.23309900000458583,core 5 cpu_frequency,0.4513050848534227
11.644988000000012,34.14300000001094,22.49801200001093,core 5 cpu_idle,0.007343351116803568
