device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,55.986768
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,39.082176
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,38.927088
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,39.547439999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,35.049887999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,38.306736
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,34.739712
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,33.964272
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,46.99166399999999
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,43.114464
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,36.44568
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,34.739712
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,37.686384000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,33.188832000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,36.290592
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,30.862512
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,41.019768000000006
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,38.306736
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,40.32288
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,56.296943999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,45.906048
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,36.135504
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,51.023952
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,32.878656
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,42.339024
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,39.702528
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,39.547439999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,57.537648
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,32.103215999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,60.32923199999999
