device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,52.468416
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,36.169056000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,52.157951999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,50.916095999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,31.977792
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,38.187072
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,44.862048
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,40.515552
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,48.89807999999999
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,41.446943999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.909184
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,33.840576
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,39.58415999999999
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,34.616736
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,37.721376
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,31.512095999999993
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,49.038336
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,41.757408
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,42.6888
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,40.826015999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,42.533568
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,34.306272
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,68.30208
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,36.47952
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,36.945215999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,40.049856000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,33.995808000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,35.082432
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.634752
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,38.342304000000006
