,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,52.468416000000005,-18446744073709552000,0,-290,129.1,-475.4,-346.3,8214,0,1884.4,1884.4
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,36.16905600000001,-18446744073709552000,0,-291.4,129.4,-436.5,-307.1,11334,0,2495.2,2495.2
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,52.157952,-18446744073709552000,0,-323.7,131.8,-627.6,-495.8,3401,0,1789.1,1789.1
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,50.916096,-18446744073709552000,0,-332.2,128.4,-625.0,-496.6,1538,0,1946.5,1946.5
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,31.977791999999997,392,0,198.4,130.8,35.7,166.5,3856,0,1941.9,1941.9
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,38.187072,-18446744073709552000,0,-351.9,136.0,-575.1,-439.1,3722,0,2395.3,2395.3
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,44.862048,-18446744073709552000,0,-381.6,129.7,-586.0,-456.3,15913,0,2502.3,2502.3
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,40.515552,392,0,364.9,131.0,219.9,350.9,9050,0,1887.3,1887.3
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,48.89807999999999,-18446744073709552000,0,-254.9,131.4,-478.7,-347.3,12652,0,4840.3,4840.3
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,41.446944,390,0,512.7,187.9,296.1,484.0,4200,0,2208.7,2208.7
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.909184,390,0,204.7,127.7,27.2,154.9,1348,0,2319.3,2319.3
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,33.840576,392,0,327.6,130.3,90.1,220.4,832,0,1812.5,1812.5
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,39.58415999999999,-18446744073709552000,0,-325.4,134.9,-491.7,-356.8,4625,0,3743.0,3743.0
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,34.616735999999996,387,0,274,127.7,18.4,146.1,4207,0,1787.6,1787.6
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,37.721376,390,0,384.1,128.1,187.1,315.2,3240,0,3064.5,3064.5
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,31.512095999999996,384,0,313.4,174.0,116.5,290.5,1714,0,1259.6,1259.6
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,49.038336,-18446744073709552000,0,-315.1,129.0,-467.7,-338.7,21173,0,1480.7,1480.7
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,41.757408,-18446744073709552000,0,-303.3,127.9,-465.6,-337.7,7991,0,968.0,968.0
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,42.6888,393,0,488.8,129.6,316.2,445.8,8964,0,2834.0,2834.0
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,40.826016,-18446744073709552000,0,-231.8,129.4,-484.9,-355.5,13095,0,10174.1,10174.1
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,42.533568,-18446744073709552000,0,-365,221.5,-684.8,-463.3,7028,0,2761.1,2761.1
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,34.306272,-18446744073709552000,0,-338.1,130.3,-487.9,-357.6,4856,0,2881.5,2881.5
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,68.30208,-18446744073709552000,0,-406.9,201.3,-739.4,-538.1,11729,0,2663.7,1822.1
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,36.47952,392,0,355,130.6,167.7,298.3,1509,0,1822.0,1822.0
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,36.945216,389,0,426.2,129.9,259.0,388.9,5432,0,2068.1,2068.1
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,40.04985600000001,-18446744073709552000,0,-410.7,193.4,-641.7,-448.3,8882,0,1747.3,1747.3
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,33.995808000000004,387,0,389.5,129.7,223.1,352.8,3877,0,2168.0,2168.0
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,35.082432,-18446744073709552000,0,-341.7,157.6,-544.8,-387.2,8912,0,2863.2,2863.2
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.634752,389,0,445.5,130.1,293.1,423.2,2928,0,3072.4,2973.7
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,38.34230400000001,-18446744073709552000,0,-280.3,141.0,-445.7,-304.7,1573,0,1913.8,1913.8
