Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.638,25.638,screen dark,10.804741813080001
0,25.638,25.638,wifi running,0.06193730592000001
0,25.638,25.638,phone_scanning,0.5054080218732894
0.0,8.33831900000223,8.33831900000223,core 0 cpu_idle start,0.002697863112450721
8.33831900000223,33.10199999999895,24.763680999996723,core 0 cpu_idle,0.00801228898754894
0.0,8.334616000000096,8.334616000000096,core 1 cpu_idle start,0.002696665006800031
8.334616000000096,33.10199999999895,24.767383999998856,core 1 cpu_idle,0.00801348709319963
0.0,8.336145000001125,8.336145000001125,core 2 cpu_idle start,0.0026971597147503637
8.336145000001125,33.10199999999895,24.765854999997828,core 2 cpu_idle,0.008012992385249296
0.0,8.332981999999902,8.332981999999902,core 3 cpu_idle start,0.0026961363260999682
8.332981999999902,33.10199999999895,24.76901799999905,core 3 cpu_idle,0.008014015773899692
0.0,8.347222000003967,8.347222000003967,core 4 cpu_idle start,0.0027007436781012833
8.347222000003967,33.10199999999895,24.754777999994985,core 4 cpu_idle,0.008009408421898376
0.0,8.347170000000915,8.347170000000915,core 5 cpu_idle start,0.0027007268535002957
8.347170000000915,33.10199999999895,24.754829999998037,core 5 cpu_idle,0.008009425246499365
