Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.685,25.685,screen dark,10.862186756849999
0,25.685,25.685,wifi running,0.0622666044
0,25.685,25.685,phone_scanning,0.5080950953730253
0.0,8.311925999994855,8.311925999994855,core 0 cpu_idle start,0.0026986745740483296
8.311925999994855,33.12400000001071,24.812074000015855,core 0 cpu_idle,0.008055860125955147
0.0,8.316285000008065,8.316285000008065,core 1 cpu_idle start,0.0027000898323776184
8.316285000008065,33.12400000001071,24.807715000002645,core 1 cpu_idle,0.008054444867625857
0.0,8.315971000003628,8.315971000003628,core 2 cpu_idle start,0.0026999878844261777
8.315971000003628,33.12400000001071,24.808029000007082,core 2 cpu_idle,0.008054546815577298
0.0,8.311963000000105,8.311963000000105,core 3 cpu_idle start,0.0026986865870250337
8.311963000000105,33.12400000001071,24.812037000010605,core 3 cpu_idle,0.008055848112978442
0.0,8.312155000006896,8.312155000006896,core 4 cpu_idle start,0.002698748924627239
8.312155000006896,33.12400000001071,24.811845000003814,core 4 cpu_idle,0.008055785775376237
0.0,8.321876999994856,8.321876999994856,core 5 cpu_idle start,0.0027019054149733297
8.321876999994856,33.12400000001071,24.802123000015854,core 5 cpu_idle,0.008052629285030146
