device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,57.214188
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,34.731648
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,50.081796000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,49.926744
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,44.189820000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,33.18112800000001
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,36.43722
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,38.918052
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,46.360548
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,40.778676
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,33.026076
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,33.18112800000001
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,34.11144000000001
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,34.421544000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,38.297844000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,32.715971999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,45.27820800000001
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,44.03476799999999
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,44.03476799999999
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,44.344871999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,50.702004
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,38.297844000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,62.64100799999999
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,31.0104
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,42.329196
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,41.398884
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,40.468571999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,49.306536
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,33.801336
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,39.228156
