device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,57.968676
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,43.359948
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,37.29888
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,39.00841199999999
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,33.879816000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,39.31923599999999
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,42.7383
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,33.258168000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,45.691128
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,38.231352
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,30.616164
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,36.055583999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,38.853
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,35.74475999999999
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,37.45429200000001
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,33.10275599999999
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,54.051840000000006
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,35.278524000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,34.9677
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,53.772552
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,53.306316
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,34.19064
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,51.130548000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,34.656876000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,39.785472
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,40.562532
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,39.163824000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,45.380303999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,34.035228
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,57.657852
