,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,49.743359999999996,341,0,153.4,3.9,135.2,139.1,5018,0,1472.3,1472.3
1,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,64.089072,341,0,76.5,4.5,42.5,47.0,1842,0,1282.0,1282.0
2,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,61.712856,334,0,88.7,13.7,49.0,62.7,1008,0,1172.7,1172.7
3,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,49.466808,342,0,40.5,4.2,3.9,8.1,2730,0,1787.4,1787.4
4,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,43.52544,346,0,143.6,34.8,80.5,115.3,1015,0,1185.4,1185.4
5,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,48.499776,339,0,171.6,13.2,127.0,140.2,5027,0,1592.2,1592.2
6,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,50.209703999999995,342,0,85.6,3.4,16.2,19.6,2466,0,1619.0,1619.0
7,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,52.230528,341,0,98.9,15.3,64.2,79.5,974,0,1505.6,1505.6
8,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,45.85716,340,0,82.6,3.7,29.9,33.6,1531,0,1272.3,1272.3
9,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,50.866812,340,0,70.6,6.0,9.9,15.9,1091,0,1699.2,1699.2
10,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,44.30268,342,0,71.5,5.6,10.8,16.4,206,0,967.6,967.6
11,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,51.453288,340,0,97.0,9.5,46.1,55.6,3621,0,3521.5,3521.5
12,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,50.986944,340,0,43.7,10.6,8.9,19.5,1186,0,1355.8,1355.8
13,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,45.85716,334,0,30.6,7.7,7.0,14.7,1405,0,902.4,902.4
14,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,55.18404,339,0,83.4,4.7,32.6,37.3,4785,0,1250.9,1250.9
15,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,50.05425600000001,339,0,126.6,13.9,76.5,90.4,2203,0,1950.6,1950.6
16,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,42.126408000000005,343,0,72.5,4.1,23.4,27.5,6399,0,1750.8,1750.8
17,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,63.933516,-18446744073709552000,0,-334.8,45.6,-411.7,-366.1,4904,0,2071.3,2071.3
18,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,56.89396800000001,342,0,89.0,9.2,68.7,77.9,3081,0,1301.7,1301.7
19,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,47.567088,335,0,307.7,21.0,259.3,280.3,1731,0,1091.7,1091.7
20,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,48.533471999999996,335,0,88.7,4.4,70.0,74.4,8134,0,1846.9,1434.4
21,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,46.16805600000001,342,0,50.4,3.9,19.1,23.0,765,0,1022.1,1022.1
22,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,50.36515200000001,339,0,81.7,50.1,15.6,65.7,2692,0,1274.4,1274.4
23,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,66.88908,339,0,130.7,6.8,82.8,89.6,7279,0.8,1673.3,1673.3
24,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,49.277015999999996,337,0,55.0,14.5,23.3,37.8,2091,0,1448.3,1448.3
25,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,50.5206,339,0,107.8,22.7,57.3,80.0,3419,0,1389.5,1389.5
26,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,42.437304,339,0,70.9,4.3,47.6,51.9,1664,0,2238.6,2238.6
27,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,61.712856,342,0,112.6,3.5,58.4,61.9,1172,0,1235.6,1235.6
28,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,39.10032,337,0,47.5,15.5,18.4,33.9,2156,0,1134.5,1134.5
29,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,38.227968,339,0,83.0,24.9,30.0,54.9,2085,0,2605.2,2605.2
