,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,49.531608,341,0,128.2,5.2,47.4,52.6,4286,0,1107.1,1107.1
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,36.433584,339,0,128.8,5.2,54.5,59.7,1374,0,1609.2,1609.2
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,44.71394400000001,341,0,42.7,3.9,22.2,26.1,1612,0,946.7,946.7
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,46.82167199999999,334,0,93.1,3.2,48.0,51.2,1016,0,1583.2,1583.2
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,34.62695999999999,342,0,73.7,3.5,3.8,7.3,2547,0,1784.4,1784.4
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,32.36868,346,0,100.4,27.0,40.2,67.2,1034,0,1216.8,1216.8
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,52.6932,-18446744073709552000,0,-386.9,111.0,-559.0,-448.0,5523,0,1589.5,1589.5
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,39.74572800000001,342,0,50.2,16.3,6.2,22.5,2345,0,1783.1,1783.1
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,42.756768,341,0,79.1,21.5,36.3,57.8,1191,0,1170.8,1170.8
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,33.12144000000001,340,0,51.4,4.6,26.7,31.3,1389,0,1237.8,1237.8
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,34.476408,340,0,59.8,21.0,16.1,37.1,1144,0,1924.6,1924.6
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,36.73468800000001,342,0,91.8,35.9,7.0,42.9,153,0,850.9,850.9
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,30.863159999999993,340,0,70.0,7.3,34.5,41.8,3667,0,3437.5,3437.5
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,31.917024,337,0,38.1,8.7,3.6,12.3,2116,0,913.9,913.9
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,35.680824,340,0,44.8,4.4,15.7,20.1,1144,0,1488.4,1488.4
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,106.59081599999999,334,0,104.9,12.6,44.5,57.1,1240,0,2373.3,2373.3
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,42.004008000000006,339,0,54.3,3.4,35.1,38.5,4740,0,1192.1,1192.1
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,33.271992,339,0,84.4,38.4,29.1,67.5,2386,0,1092.1,1092.1
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,34.476408,343,0,50.9,9.4,19.9,29.3,6147,0,1542.7,1542.7
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,39.74572800000001,-18446744073709552000,0,-142.9,3.4,-161.2,-157.8,5127,0,2226.0,2226.0
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,48.176640000000006,342,0,78.6,4.1,51.1,55.2,3146,0,1514.3,1514.3
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,42.756768,-18446744073709552000,0,-345.2,6.9,-451.5,-444.6,1831,0,1248.5,1248.5
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,46.82167199999999,335,0,72.6,27.6,31.6,59.2,6949,0,1779.9,1399.7
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,37.939104,342,0,92.3,24.9,56.3,81.2,1043,0,1039.8,1039.8
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,48.327192,339,0,55.7,31.2,6.9,38.1,2804,0,1324.4,1324.4
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,38.992968,339,0,93.1,8.3,66.8,75.1,9042,0,1946.4,1946.4
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,133.690176,337,0,95.7,3.6,29.9,33.5,2162,0,1746.8,1746.8
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,32.067575999999995,339,0,84.4,5.9,64.1,70.0,5271,0,1422.9,1422.9
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,35.831376,339,0,49.1,18.9,5.6,24.5,1392,0,2378.6,2378.6
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,38.089656,342,0,227.1,17.9,177.4,195.3,1124,0,1715.9,1715.9
