"","subject","totalLoadTimeAvg","fcpAvg","fpAvg","totalLoadTimeNormalized","fcpNormalized","fpNormalized","loadMean","batteryStatsAvg"
"1","http-192-168-100-103-9191-local_websites-www-w3-org",1814.36363636364,1270.94545454545,1270.94545454545,0.0519688329236691,0,0,0.0173229443078897,34.8351709090909
"2","http-192-168-100-103-9191-local_websites-www-techcrunch-com",751.454545454545,1548.7,1548.7,0,0.0309053519172081,0.0309053519172081,0.0206035679448054,34.1424
"3","http-192-168-100-103-9191-local_websites-www-automattic-com",1604.18181818182,1823.32727272727,1823.32727272727,0.0416924095812535,0.0614627366606683,0.0614627366606683,0.0548726276341967,34.9395905454545
"4","http-192-168-100-103-9191-local_websites-www-wordpress-com",1549.09090909091,1907.64545454545,1907.64545454545,0.0389988487916757,0.0708447004295978,0.0708447004295978,0.0602294165502905,48.4369985454545
"5","http-192-168-100-103-9191-local_websites-www-wp-me",1833.81818181818,1937.76363636364,1937.76363636364,0.0529200243576124,0.074195907541885,0.074195907541885,0.0671039464804608,45.6243970909091
"6","http-192-168-100-103-9191-local_websites-www-scoverage-org",1354.18181818182,2301.2,2301.2,0.0294691551731035,0.114634953100296,0.114634953100296,0.0862463537912321,33.1409749090909
"7","http-192-168-100-103-9191-local_websites-www-w3schools-com",3614,1910.93636363636,1910.93636363636,0.13995848538321,0.0712108751880186,0.0712108751880186,0.0941267452530824,47.2803250909091
"8","http-192-168-100-103-9191-local_websites-www-zillow-com",4379.72727272727,1768.25454545455,1768.25454545455,0.177397202430427,0.0553348728857707,0.0553348728857707,0.0960223160673229,37.6052956363636
"9","http-192-168-100-103-9191-local_websites-www-oliveogrill-com",3659.18181818182,2157.98181818182,2157.98181818182,0.142167560816247,0.0986992703816208,0.0986992703816208,0.113188700526496,34.6092218181818
"10","http-192-168-100-103-9191-local_websites-www-meetup-com",7760.90909090909,1347.64545454545,1347.64545454545,0.342713384685818,0.00853429954915995,0.00853429954915995,0.119927327928046,39.2849083636364
"11","http-192-168-100-103-9191-local_websites-www-bankofamerica-com",3681.63636363636,2261.08181818182,2261.08181818182,0.143265431303088,0.110171060258001,0.110171060258001,0.12120251727303,37.0008883636364
"12","http-192-168-100-103-9191-local_websites-www-elsevier-com",4231.45454545455,2169.90909090909,2169.90909090909,0.170147701361448,0.100026400997776,0.100026400997776,0.123400167785667,39.3029705454545
"13","http-192-168-100-103-9191-local_websites-www-bitly-com",3860.63636363636,2286.9,2286.9,0.152017281459323,0.113043812506385,0.113043812506385,0.126034968824031,39.6765687272727
"14","http-192-168-100-103-9191-local_websites-www-reverso-net",5673.18181818182,2167.37272727273,2167.37272727273,0.240638098328303,0.0997441834353464,0.0997441834353464,0.146708821732999,40.928832
"15","http-192-168-100-103-9191-local_websites-www-hao123-com",8085.63636363636,1721.80909090909,1690.31818181818,0.358590280957059,0.0501669534361252,0.0466630049190824,0.151806746437422,45.9452978181818
"16","http-192-168-100-103-9191-local_websites-www-idntimes-com",8337.81818181818,1928.66363636364,1928.66363636364,0.370920211040043,0.0731833635275779,0.0731833635275779,0.172428979365066,48.1316432727273
"17","http-192-168-100-103-9191-local_websites-www-afternic-com",3264.27272727273,3120.72727272727,3120.72727272727,0.122859263671154,0.205822583271883,0.205822583271883,0.178168143404973,37.4910021818182
"18","http-192-168-100-103-9191-local_websites-www-g-page",4840.90909090909,2984.55454545455,2984.55454545455,0.199945773198626,0.190670838226622,0.190670838226622,0.19376248321729,35.9640981818182
"19","http-192-168-100-103-9191-local_websites-www-foursquare-com",9119,2164.15454545455,2164.15454545455,0.409114547450674,0.0993861009367802,0.0993861009367802,0.202628916441411,37.975428
"20","http-192-168-100-103-9191-local_websites-www-herokuapp-com",7265.45454545455,2707.96363636364,2707.96363636364,0.318489116858757,0.159894962467087,0.159894962467087,0.212759680597644,44.8083032727273
"21","http-192-168-100-103-9191-local_websites-www-aaplimg-com",3339.81818181818,3632.65454545455,3598.24545454545,0.126552908912308,0.262784000388428,0.25895534994472,0.216097419748485,36.1087985454545
"22","http-192-168-100-103-9191-local_websites-www-gotowebinar-com",8836.18181818182,2748.33636363636,2748.33636363636,0.395286713100217,0.164387178218873,0.164387178218873,0.241353689845988,40.7584898181818
"23","http-192-168-100-103-9191-local_websites-www-archive-org",4908.09090909091,3667.81818181818,3667.81818181818,0.203230495019579,0.266696608028129,0.266696608028129,0.245541237025279,41.3484152727273
"24","http-192-168-100-103-9191-local_websites-www-fandom-com",9023.27272727273,2790.91818181818,2790.91818181818,0.404434152217298,0.169125196363743,0.169125196363743,0.247561514981595,44.4413454545455
"25","http-192-168-100-103-9191-local_websites-www-github-com",11318.6363636364,2383.04545454545,2383.04545454545,0.516661406963255,0.12374178003417,0.12374178003417,0.254714989010531,37.5758574545455
"26","http-192-168-100-103-9191-local_websites-www-aliyun-com",11722.0909090909,2518.60909090909,2518.60909090909,0.536387517168116,0.138825752403148,0.138825752403148,0.271346340658138,40.0804494545455
"27","http-192-168-100-103-9191-local_websites-www-ria-ru",12398.3636363636,2744.19090909091,2284.99090909091,0.569452531547108,0.163925919407161,0.112831390685202,0.282069947213157,49.9570330909091
