,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,59.78059200000001,188,0,252.9,5.2,66.6,71.8,5603,0,1415.5,1415.5
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,45.87407999999999,188,0,271.7,5.2,100.7,105.9,1056,0,1482.2,1482.2
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,61.71069600000001,341,0,105.6,13.0,18.0,31.0,1710,0,1110.0,1110.0
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,50.702003999999995,334,0,124.9,2.9,64.9,67.8,1130,0,1437.3,1437.3
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,31.630608,342,0,70.3,5.9,4.2,10.1,2496,0,1420.4,1420.4
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,37.522584,346,0,94.5,16.9,58.2,75.1,1200,0,1367.9,1367.9
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,38.452896,339,0,127.6,3.9,94.1,98.0,5149,0,1253.6,1253.6
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,36.592272,342,0,52.3,17.5,9.7,27.2,2720,0,1770.3,1770.3
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,42.949404,341,0,120.5,10.3,88.4,98.7,832,0,1186.9,824.1
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,32.405868,340,0,91.4,29.9,7.0,36.9,1622,0,1595.5,1595.5
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,33.491232000000004,340,0,49.5,16.7,3.5,20.2,753,0,1349.7,1349.7
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,34.576596,342,0,60.3,4.5,9.3,13.8,275,0,1248.2,1248.2
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,39.848364000000004,340,0,71.0,16.4,39.8,56.2,3283,0,2689.3,2689.3
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,31.785659999999996,337,0,84.2,14.1,24.2,38.3,2833,0,1373.7,1373.7
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,33.956388000000004,340,0,132.8,4.6,19.1,23.7,1011,0,1632.3,1632.3
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,40.003415999999994,334,0,61.2,13.5,16.4,29.9,1341,0,1024.4,1024.4
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,57.059135999999995,339,0,53.4,20.3,13.7,34.0,4731,0,1027.7,1027.7
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,42.63930000000001,339,0,92.0,4.1,55.4,59.5,2612,0,1213.6,1213.6
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,41.553936,343,0,71.1,5.8,49.0,54.8,6637,0,1596.4,1596.4
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,40.468572,344,0,338.7,28.4,279.1,307.5,5080,0,2648.2,2648.2
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,38.14279199999999,342,0,88.3,18.6,51.0,69.6,3197,0,1427.2,1427.2
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,34.576596,-18446744073709552000,0,-111.0,9.0,-136.1,-127.1,1873,0,1015.8,1015.8
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,51.16716,335,0,86.7,4.1,63.3,67.4,7651,0,1933.4,1536.9
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,34.731648,342,0,55.4,5.1,14.4,19.5,696,0,992.5,992.5
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,41.86404,339,0,63.0,7.5,16.0,23.5,2894,0,1222.2,1222.2
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,59.384916000000004,339,0,153.5,18.7,114.4,133.1,5477,0,2343.8,2343.8
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,43.70436,187,0,269.0,44.3,11.8,56.1,2274,0,1468.6,1468.6
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,50.081796,339,0,98.2,4.4,64.8,69.2,2098,0,1348.8,1348.8
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,40.933728,339,0,42.5,3.9,18.6,22.5,1551,0,2292.6,2292.6
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,40.158468,342,0,82.5,3.7,45.8,49.5,1127,0,1518.5,1518.5
