device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,59.780592000000006
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,45.87407999999999
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,61.710696000000006
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,50.702004
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,31.630608000000002
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,37.522584
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,38.452896
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,36.592271999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,42.949403999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,32.405868
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,33.491232000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,34.576596
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,39.848364
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,31.785659999999993
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,33.956388
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,40.003416
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,57.059136
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,42.639300000000006
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,41.553936
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,40.468571999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,38.14279199999999
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,34.576596
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,51.167159999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,34.731648
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,41.86404
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,59.384916
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,43.704359999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,50.081796000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,40.933728
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,40.158468
