,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,50.07744,-18446744073709552000,0,-429.4,133.2,-593.4,-460.2,8702,0,1976.3,1976.3
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,36.70272,-18446744073709552000,0,-357.9,132.7,-544.2,-411.5,11284,0,2331.5,2331.5
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,56.60928000000001,391,0,477.1,130.8,314.7,445.5,3629,0,1754.3,1754.3
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,38.88,-18446744073709552000,0,-418.5,130.1,-664.0,-533.9,1509,0,1922.8,1922.8
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,33.4368,392,0,299.7,151.3,15.5,166.8,3778,0,2455.4,2455.4
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,33.281279999999995,-18446744073709552000,0,-254.3,181.4,-471.0,-289.6,3799,0,2271.8,2271.8
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,42.14592,-18446744073709552000,0,-351.8,128.8,-537.0,-408.2,9892,0,2516.3,2516.3
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,38.41344000000001,392,0,509.7,148.3,230.0,378.3,9096,0,2262.1,2262.1
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,43.23456,-18446744073709552000,0,-279.5,130.7,-463.4,-332.7,12452,0,4756.8,4756.8
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,39.34656,-18446744073709552000,0,-319.3,130.0,-629.6,-499.6,4241,0,2089.8,2089.8
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.03712,390,0,212.9,128.7,21.1,149.8,1496,0,2513.6,2513.6
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,35.30304,392,0,248.7,129.8,95.9,225.7,778,0,1376.9,1376.9
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,33.12576,-18446744073709552000,0,-310.8,129.7,-482.4,-352.7,4714,0,3585.8,3585.8
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,35.76960000000001,387,0,184.7,130.8,17.2,148.0,4167,0,1681.0,1681.0
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,37.01376,390,0,340.6,169.3,135.8,305.1,3240,0,3224.4,3224.4
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,32.814719999999994,384,0,327.8,155.0,123.8,278.8,1836,0,1328.6,1328.6
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,50.448384,389,0,537.9,186.4,318.9,505.3,21137,0,1670.9,1670.9
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,41.679359999999996,-18446744073709552000,0,-377.3,128.8,-528.6,-399.8,8163,0,1268.3,1268.3
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,33.281279999999995,393,0,473.7,130.5,318.4,448.9,8911,0,2772.1,2772.1
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,54.74304,-18446744073709552000,0,-288.2,134.0,-461.7,-327.7,13101,0,10264.6,10264.6
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,44.47872,-18446744073709552000,0,-378.6,142.0,-575.2,-433.2,7295,0,2773.2,2773.2
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,32.6592,-18446744073709552000,0,-374.7,143.3,-544.5,-401.2,4875,0,2981.6,2981.6
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,53.03232000000001,-18446744073709552000,0,-330.0,134.3,-530.8,-396.5,10248,0,2707.7,2311.6
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,37.63584,392,0,304.3,149.0,133.0,282.0,1596,0,1876.4,1876.4
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,46.18944000000001,389,0,365.3,138.3,182.1,320.4,6057,0,2255.2,2255.2
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,56.29824,-18446744073709552000,0,-351.6,131.0,-521.6,-390.6,7564,0,1799.9,1799.9
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,34.2144,387,0,369.8,147.5,189.1,336.6,3954,0,2489.7,2489.7
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,34.992,-18446744073709552000,0,-329.4,144.1,-511.2,-367.1,9130,0,2705.2,2705.2
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.70272,389,0,454.0,130.0,307.5,437.5,3155,0,3527.6,3527.6
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,47.278079999999996,-18446744073709552000,0,-368.9,168.1,-565.4,-397.3,1614,0,2056.6,2056.6
