device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,50.07744
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,36.70272
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,56.609280000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,38.88
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,33.4368
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,33.28128
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,42.145920000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,38.41344000000001
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,43.234559999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,39.34656
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.03712
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,35.30304
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,33.12576
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,35.769600000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,37.01376
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,32.814719999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,50.448384000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,41.67936
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,33.28128
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,54.74304
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,44.478719999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,32.6592
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,53.032320000000006
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,37.635839999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,46.189440000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,56.29824
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,34.2144
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,34.992
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.70272
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,47.27808
