Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.682,25.682,screen dark,10.798196192319999
0,25.682,25.682,wifi running,0.06189978368000001
0,25.682,25.682,phone_scanning,0.5051018406338413
0.0,8.33467899999232,8.33467899999232,core 0 cpu_idle start,0.002690434381197521
8.33467899999232,33.103999999992084,24.769320999999763,core 0 cpu_idle,0.007995536818799923
0.0,8.334591999984696,8.334591999984696,core 1 cpu_idle start,0.0026904062975950595
8.334591999984696,33.103999999992084,24.769408000007388,core 1 cpu_idle,0.007995564902402384
0.0,8.337159999995492,8.337159999995492,core 2 cpu_idle start,0.002691235247998545
8.337159999995492,33.103999999992084,24.76683999999659,core 2 cpu_idle,0.0079947359519989
0.0,8.33235599998443,8.33235599998443,core 3 cpu_idle start,0.0026896845167949735
8.33235599998443,33.103999999992084,24.771644000007655,core 3 cpu_idle,0.00799628668320247
0.0,8.333680999989156,8.333680999989156,core 4 cpu_idle start,0.0026901122267964993
8.333680999989156,33.103999999992084,24.770319000002928,core 4 cpu_idle,0.007995858973200945
0.0,8.348277999990387,8.348277999990387,core 5 cpu_idle start,0.002694824138396897
8.348277999990387,33.103999999992084,24.755722000001697,core 5 cpu_idle,0.007991147061600548
