Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.635,25.635,screen dark,10.785947527050002
0,25.635,25.635,wifi running,0.06182956920000002
0,25.635,25.635,phone_scanning,0.5045288909241866
0.0,8.445834999991348,8.445834999991348,core 0 cpu_idle start,0.002728215850872205
8.445834999991348,33.138999999995576,24.693165000004228,core 0 cpu_idle,0.007976509624126367
0.0,8.441527999966638,8.441527999966638,core 1 cpu_idle start,0.002726824582189223
8.441527999966638,33.138999999995576,24.697472000028938,core 1 cpu_idle,0.007977900892809349
0.0,8.443003999971552,8.443003999971552,core 2 cpu_idle start,0.0027273013670908106
8.443003999971552,33.138999999995576,24.695996000024024,core 2 cpu_idle,0.007977424107907761
0.0,8.441035999974702,8.441035999974702,core 3 cpu_idle start,0.002726665653891828
8.441035999974702,33.138999999995576,24.697964000020875,core 3 cpu_idle,0.007978059821106743
0.0,8.444831999979215,8.444831999979215,core 4 cpu_idle start,0.0027278918567932857
8.444831999979215,33.138999999995576,24.69416800001636,core 4 cpu_idle,0.007976833618205285
0.0,8.467740999971284,8.467740999971284,core 5 cpu_idle start,0.002735292036515724
8.467740999971284,33.138999999995576,24.671259000024293,core 5 cpu_idle,0.007969433438482847
