Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.704,25.704,screen dark,10.857666738239999
0,25.704,25.704,wifi running,0.06224069376
0,25.704,25.704,phone_scanning,0.5078836647156315
0.0,8.417994999996154,8.417994999996154,core 0 cpu_idle start,0.0027299557784987525
8.417994999996154,33.16599999999744,24.748005000001285,core 0 cpu_idle,0.008025778021500417
0.0,8.415628999995533,8.415628999995533,core 1 cpu_idle start,0.0027291884846985513
8.415628999995533,33.16599999999744,24.750371000001905,core 1 cpu_idle,0.008026545315300617
0.0,8.41262499998993,8.41262499998993,core 2 cpu_idle start,0.002728214287496734
8.41262499998993,33.16599999999744,24.75337500000751,core 2 cpu_idle,0.008027519512502435
0.0,8.414201999992656,8.414201999992656,core 3 cpu_idle start,0.002728725708597618
8.414201999992656,33.16599999999744,24.751798000004783,core 3 cpu_idle,0.00802700809140155
0.0,8.436104999993404,8.436104999993404,core 4 cpu_idle start,0.0027358288514978605
8.436104999993404,33.16599999999744,24.729895000004035,core 4 cpu_idle,0.008019904948501308
0.0,8.48318799999106,8.48318799999106,core 5 cpu_idle start,0.0027510978683971004
8.48318799999106,33.16599999999744,24.68281200000638,core 5 cpu_idle,0.008004635931602068
