device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,47.314944000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,34.781184
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,52.641791999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,52.955136
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,32.587776
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,38.071296000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,35.721216
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,39.168000000000006
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,38.071296000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,40.264703999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,35.094528000000004
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,36.03455999999999
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,40.421375999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,35.721216
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,33.841152
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,50.605056
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,41.831424
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,41.51808
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,44.808192
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,41.51808
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,36.974591999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,35.564544
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,53.111808
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,37.287936
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,39.951359999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,54.8352
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,38.541312000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,44.338176
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,39.63801599999999
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,54.208512
