Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.74,25.74,screen dark,10.9432806912
0,21.592,21.592,wifi running,0.05262229504000001
21.592,21.918,0.3260000000000005,wifi scan,0.036536218594343
21.918,25.74,3.821999999999999,wifi running,0.00931467264
0,25.74,25.74,phone_scanning,0.5118883859166402
0.0,8.407955000002403,8.407955000002403,core 0 cpu_idle start,0.0027443565120007845
8.407955000002403,33.08199999999488,24.674044999992475,core 0 cpu_idle,0.008053608287997545
0.0,8.41138299999875,8.41138299999875,core 1 cpu_idle start,0.0027454754111995924
8.41138299999875,33.08199999999488,24.670616999996128,core 1 cpu_idle,0.008052489388798736
0.0,8.408599999995204,8.408599999995204,core 2 cpu_idle start,0.0027445670399984345
8.408599999995204,33.08199999999488,24.673399999999674,core 2 cpu_idle,0.008053397759999893
0.0,8.4080030000041,8.4080030000041,core 3 cpu_idle start,0.002744372179201339
8.4080030000041,33.08199999999488,24.673996999990777,core 3 cpu_idle,0.00805359262079699
0.0,8.409681999997701,8.409681999997701,core 4 cpu_idle start,0.00274492020479925
8.409681999997701,33.08199999999488,24.672317999997176,core 4 cpu_idle,0.008053044595199078
0.0,8.429950000005192,8.429950000005192,core 5 cpu_idle start,0.002751535680001695
8.429950000005192,33.08199999999488,24.652049999989686,core 5 cpu_idle,0.008046429119996633
