Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.752,25.752,screen dark,10.52071126416
0,2.999,2.999,wifi running,0.0070234180800000014
2.999,9.185,6.186,wifi scan,0.6662098574488705
9.185,25.752,16.567,wifi running,0.038798588640000006
0,25.752,25.752,phone_scanning,0.4921220664692035
0.0,8.347099000035087,8.347099000035087,core 0 cpu_idle start,0.002618067601361005
0.0,8.361720000015339,8.361720000015339,core 1 cpu_idle start,0.002622653478004811
0.0,8.360878000006778,8.360878000006778,core 2 cpu_idle start,0.002622389384702126
0.0,8.3513770000136,8.3513770000136,core 3 cpu_idle start,0.0026194093960542654
0.0,8.358830000011949,8.358830000011949,core 4 cpu_idle start,0.0026217470295037478
0.0,9.466833000013139,9.466833000013139,core 5 cpu_idle start,0.002969272170454121
