,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,38.36898,-18446744073709552000,0,-287.5,135.6,-456,-320.4,7346,0,1891,1891
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,40.23306,-18446744073709552000,0,-296.9,139.5,-478.4,-338.9,11402,0,2299.7,2299.7
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,35.53164,391,0,523.0,245.7,202.3,448.0,4864,0,2902,2902
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,40.854420000000005,-18446744073709552000,0,-355.7,129.4,-572.1,-442.7,1564,0,1864.5,1864.5
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,33.242760000000004,392,0,271.2,193.5,28.3,221.8,3326,0,2314.6,2314.6
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,34.1748,-18446744073709552000,0,-274.0,132.6,-434.9,-302.3,3801,0,2261.2,2261.2
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,40.54374,-18446744073709552000,0,-314.4,147.1,-487.6,-340.5,12334,0,2666.3,2666.3
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,38.67966,392,0,417.4,152.3,230.5,382.8,8992,0,2078.4,2078.4
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,45.30672,-18446744073709552000,0,-295.3,139.7,-611.4,-471.7,13903,0,4816.3,4816.3
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,39.14568,390,0,503.5,141.7,339.2,480.9,4279,0,2182.4,2182.4
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,34.1748,390,0,217.8,130.3,66.4,196.7,1501,0,2519.8,2519.8
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,36.4626,392,0,407.9,142.6,75.6,218.2,705,0,1512,1512
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,39.45636,-18446744073709552000,0,-367.7,129.1,-610,-480.9,4608,0,3568.3,3568.3
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,36.66024,387,0,230.4,145.0,18.9,163.9,4277,0,1565.5,1565.5
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,35.41752,390,0,323.8,128.6,173.9,302.5,3228,0,2891.4,2891.4
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,34.9515,384,0,289.3,130.2,135.5,265.7,1705,0,1178.7,1178.7
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,45.58845600000001,-18446744073709552000,0,-434.8,129.2,-596,-466.8,21237,0,1608.4,1608.4
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,40.496759999999995,-18446744073709552000,0,-384.4,129.5,-652.8,-523.3,8287,0,1211.3,1211.3
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,52.50492,393,0,462.2,130.4,316.4,446.8,9575,0,2519.2,2519.2
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,41.32044000000001,-18446744073709552000,0,-309.5,129.8,-474.9,-345.1,13179,0,10381.5,10381.5
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,47.3787,-18446744073709552000,0,-416.2,129.7,-590.7,-461.0,7109,0,2664.1,2664.1
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,34.911,-18446744073709552000,0,-377.0,150.7,-636.2,-485.5,4773,0,3058.6,3058.6
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,38.835,-18446744073709552000,0,-246.4,144.4,-500.3,-355.9,13249,0,2818.3,2488.2
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,31.689360000000004,392,0,347.9,137.2,171.4,308.6,1536,0,1788.4,1788.4
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,38.835,389,0,441.6,162.3,163.4,325.7,5679,0,2244.9,2244.9
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,50.4855,-18446744073709552000,0,-411.3,138.1,-597.3,-459.2,10901,0,1880.7,1880.7
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,35.88354,387,0,479.5,151.7,194,345.7,4043,0,2425.5,2425.5
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,40.96224,-18446744073709552000,0,-304.9,152.1,-520.2,-368.1,9025,0,2765.6,2765.6
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,34.135200000000005,389,0,467.1,151.4,291.8,443.2,3417,0,3892.5,3892.5
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,38.47968,-18446744073709552000,0,-272.9,129.8,-437.7,-307.9,1527,0,1844.6,1844.6
