device,subject,browser,batterystats_Joule_calculated
nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,37.98774
nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,41.243832000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,38.452896
nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,52.097471999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,35.506908
nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,37.832688000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,38.763
nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,35.972063999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,44.344871999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,37.832688000000005
nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,38.14279199999999
nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,30.545243999999997
nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,31.320503999999996
nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,37.677636
nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,47.290859999999995
nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,32.095764
nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,40.778676
nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,35.66196
nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,33.33618
nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,79.386624
nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,44.499924
nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,32.715971999999994
nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,49.461588
nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,35.506908
nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,39.383208
nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,39.693312
nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,40.158468
nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,43.879716
nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,33.956388
nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,62.79606
