Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,25.69,25.69,screen dark,10.809088822700001
0,25.69,25.69,wifi running,0.061962224800000014
0,25.69,25.69,phone_scanning,0.5056113597753991
0.0,8.425829999992857,8.425829999992857,core 0 cpu_idle start,0.0027217537357476927
8.425829999992857,33.289999999979045,24.86416999998619,core 0 cpu_idle,0.008031748514245539
0.0,8.427026999968803,8.427026999968803,core 1 cpu_idle start,0.0027221403966649223
8.427026999968803,33.289999999979045,24.862973000010243,core 1 cpu_idle,0.008031361853328308
0.0,8.425755999982357,8.425755999982357,core 2 cpu_idle start,0.002721729831894301
8.425755999982357,33.289999999979045,24.864243999996688,core 2 cpu_idle,0.00803177241809893
0.0,8.453571999969427,8.453571999969427,core 3 cpu_idle start,0.002730715095290124
8.453571999969427,33.289999999979045,24.83642800000962,core 3 cpu_idle,0.008022787154703108
0.0,8.429171999974642,8.429171999974642,core 4 cpu_idle start,0.002722833285291809
8.429171999974642,33.289999999979045,24.860828000004403,core 4 cpu_idle,0.008030668964701422
0.0,8.43137699997169,8.43137699997169,core 5 cpu_idle start,0.002723545555415855
8.43137699997169,33.289999999979045,24.858623000007356,core 5 cpu_idle,0.008029956694577376
